observation_month_x,project_id,project_name,line_ministry,sector,cumulative_expenditure_cr,physical_progress_pct,original_cost_cr,latest_revised_cost_cr,cost_escalation_pct,expenditure_ratio_pct,expenditure_progress_gap_pct,progress_change_1m_pct,progress_change_3m_pct,expenditure_change_1m_cr,expenditure_change_3m_cr,cost_risk_score,schedule_risk_score,progress_risk_score,match_status,source_file,source_page,canonical_project_id,revised_cost_cr,revised_cost_source,historical_financial_scoring_available,expenditure_progress_gap,schedule_slippage_days,schedule_slippage_months,project_age_days,project_age_months,progress_change_1m,progress_change_3m,progress_change_6m,expenditure_change_1m,expenditure_change_3m,progress_velocity_3m,expenditure_velocity_3m,anomaly_score,anomaly_flag,observed_months,first_observation_month,latest_observation_month,history_length_months,complete_7_month_history,data_confidence_score,data_confidence_category,trajectory_status,trajectory_risk_score,imbalance_risk_score,schedule_data_available,base_risk_score,risk_dimension_evidence_weight,anomaly_category,anomaly_risk_component,trajectory_risk_component,predictive_risk_score,final_risk_score,risk_category,risk_fusion_method,risk_driver_1,risk_driver_2,risk_driver_3,primary_risk_driver,secondary_risk_driver,risk_explanation,recommended_action,observation_month_y,future_deterioration_probability,predicted_future_deterioration,predictive_risk_band
2026-01-01,260860,,,,1329.18,70.0,,,,,,,,,,,,,UNMATCHED_MASTER_ID,FlashReport_January_2026(1).pdf,120,260860,,latest_revised_cost_cr,False,,,,,,,,,,,,,-0.13435913667768146,False,1,2026-01-01,2026-01-01,1,False,24.3,INSUFFICIENT_EVIDENCE,INSUFFICIENT_DATA,,,False,,0.0,NORMAL,0.0,0.0,,0.0,REVIEW_DATA,70% current domain + 15% trajectory + 10% anomaly + 5% predictive deterioration,INSUFFICIENT_DATA,,,INSUFFICIENT_DATA,,Data review is required before risk escalation.,Verify missing/ambiguous monitoring data before escalation.,2026-01-01,0.382,0,WATCH
2026-01-01,262175,,,,272.79,83.0,,,,,,,,,,,,,UNMATCHED_MASTER_ID,FlashReport_January_2026(1).pdf,112,262175,,latest_revised_cost_cr,False,,,,,,,,,,,,,-0.13375599402396987,False,1,2026-01-01,2026-01-01,1,False,24.3,INSUFFICIENT_EVIDENCE,INSUFFICIENT_DATA,,,False,,0.0,NORMAL,0.0,0.0,,0.0,REVIEW_DATA,70% current domain + 15% trajectory + 10% anomaly + 5% predictive deterioration,INSUFFICIENT_DATA,,,INSUFFICIENT_DATA,,Data review is required before risk escalation.,Verify missing/ambiguous monitoring data before escalation.,2026-01-01,0.3319,0,WATCH
2026-07-01,267000,,,,,,,,,,,,,,,,,,UNMATCHED_MASTER_ID,FlashReport_July_2026 (1)(1).pdf,144,267000,,latest_revised_cost_cr,False,,,,,,,,,,,,,-0.13529299579073717,False,7,2026-01-01,2026-07-01,7,True,30.0,INSUFFICIENT_EVIDENCE,STABLE,30.0,,False,,0.0,NORMAL,0.0,30.0,,18.0,REVIEW_DATA,70% current domain + 15% trajectory + 10% anomaly + 5% predictive deterioration,INSUFFICIENT_DATA,,,INSUFFICIENT_DATA,,Data review is required before risk escalation.,Verify missing/ambiguous monitoring data before escalation.,2026-07-01,0.4126,0,WATCH
2026-01-01,297700,,,,209.48,78.0,,,,,,,,,,,,,UNMATCHED_MASTER_ID,FlashReport_January_2026(1).pdf,112,297700,,latest_revised_cost_cr,False,,,,,,,,,,,,,-0.13612119740733925,False,1,2026-01-01,2026-01-01,1,False,24.3,INSUFFICIENT_EVIDENCE,INSUFFICIENT_DATA,,,False,,0.0,NORMAL,0.0,0.0,,0.0,REVIEW_DATA,70% current domain + 15% trajectory + 10% anomaly + 5% predictive deterioration,INSUFFICIENT_DATA,,,INSUFFICIENT_DATA,,Data review is required before risk escalation.,Verify missing/ambiguous monitoring data before escalation.,2026-01-01,0.3315,0,WATCH
2026-07-01,298178,"Meja Thermal Power Project, Stage-II , (3x800 MW)",Ministry of Power,Electricity Generation,1002.73,0.02,38358.0,38358.0,0.0,2.6141352520986496,2.5941352520986496,,,,,0.0,,,EXACT_MASTER_ID,FlashReport_July_2026 (1)(1).pdf,63,298178,38358.0,latest_revised_cost_cr,False,2.5941352520986496,,,,,,,,,,,,-0.08241259339104867,False,1,2026-07-01,2026-07-01,1,False,49.3,LOW,INSUFFICIENT_DATA,,5.649796073916153,False,1.88,0.44999999999999996,NORMAL,0.0,0.0,,1.64,LOW,70% current domain + 15% trajectory + 10% anomaly + 5% predictive deterioration,LIMITED_ADVERSE_EVIDENCE,,,LIMITED_ADVERSE_EVIDENCE,,Limited Adverse Evidence,Continue routine portfolio monitoring.,2026-07-01,0.0372,0,LOW_PREDICTIVE_SIGNAL
2026-07-01,317725,Amended BharatNet Program - OD,Department of Telecommunications,Telecommunication,0.0,0.0,1713.0,1713.0,0.0,0.0,0.0,,,,,0.0,,,EXACT_MASTER_ID,FlashReport_July_2026 (1)(1).pdf,149,317725,1713.0,latest_revised_cost_cr,False,0.0,,,,,,,,,,,,-0.08494308975970782,False,1,2026-07-01,2026-07-01,1,False,49.3,LOW,INSUFFICIENT_DATA,,0.0,False,0.0,0.44999999999999996,NORMAL,0.0,0.0,,0.0,LOW,70% current domain + 15% trajectory + 10% anomaly + 5% predictive deterioration,LIMITED_ADVERSE_EVIDENCE,,,LIMITED_ADVERSE_EVIDENCE,,Limited Adverse Evidence,Continue routine portfolio monitoring.,2026-07-01,0.0196,0,LOW_PREDICTIVE_SIGNAL
2026-03-01,362420,,,,941.19,43.45,,,,,,0.4500000000000028,,0.0,,,,73.37278106508859,UNMATCHED_MASTER_ID,FlashReport_March_2026(1).pdf,136,362420,,latest_revised_cost_cr,False,,,,,,0.4500000000000028,,,0.0,,,,-0.1229374171790405,False,3,2026-01-01,2026-03-01,3,False,32.9,INSUFFICIENT_EVIDENCE,STABLE,30.0,,False,73.37,0.25,NORMAL,0.0,30.0,,58.8,REVIEW_DATA,70% current domain + 15% trajectory + 10% anomaly + 5% predictive deterioration,INSUFFICIENT_DATA,,,INSUFFICIENT_DATA,,Data review is required before risk escalation.,Verify missing/ambiguous monitoring data before escalation.,2026-03-01,0.4786,0,WATCH
2026-07-01,364934,Stamp Charge Battery No.12 By-product Plant at IISCO Steel Plant,Ministry of Steel,Steel,70.37,18.72,999.46,999.46,0.0,7.040802033097873,-11.679197966902128,,,,,0.0,,,EXACT_MASTER_ID,FlashReport_July_2026 (1)(1).pdf,80,364934,999.46,latest_revised_cost_cr,False,-11.679197966902128,,,,,,,,,,,,-0.09959281460727049,False,1,2026-07-01,2026-07-01,1,False,49.3,LOW,INSUFFICIENT_DATA,,0.0,False,0.0,0.44999999999999996,NORMAL,0.0,0.0,,0.0,LOW,70% current domain + 15% trajectory + 10% anomaly + 5% predictive deterioration,LIMITED_ADVERSE_EVIDENCE,,,LIMITED_ADVERSE_EVIDENCE,,Limited Adverse Evidence,Continue routine portfolio monitoring.,2026-07-01,0.3772,0,WATCH
2026-04-01,400005,,,,4528.07,99.9,,,,,,0.25,3.9000000000000057,4.579999999999927,45.92000000000007,,,23.076923076922956,UNMATCHED_MASTER_ID,FlashReport_April2026(2).pdf,66,400005,,latest_revised_cost_cr,False,,,,,,0.25,3.9000000000000057,,4.579999999999927,45.92000000000007,1.3000000000000018,15.306666666666692,-0.12291450325341957,False,4,2026-01-01,2026-04-01,4,False,52.1,LOW,STABLE,30.0,,False,23.08,0.25,NORMAL,0.0,30.0,,21.74,LOW,70% current domain + 15% trajectory + 10% anomaly + 5% predictive deterioration,LIMITED_ADVERSE_EVIDENCE,,,LIMITED_ADVERSE_EVIDENCE,,Limited Adverse Evidence,Continue routine portfolio monitoring.,2026-04-01,0.1496,0,LOW_PREDICTIVE_SIGNAL
2026-07-01,400006,Jharsuguda-Barpali-Sardega Ph II Works- Rail Connectivity for Coal Loading Bulb at Barpali.,Ministry of Railways,Railways,743.46,44.0,808.99,808.99,0.0,91.89977626423072,47.89977626423071,4.0,6.0,0.0,42.31000000000006,0.0,,0.0,EXACT_MASTER_ID,FlashReport_July_2026 (1)(1).pdf,87,400006,808.99,latest_revised_cost_cr,False,47.89977626423071,,,,,4.0,6.0,12.0,0.0,42.31000000000006,2.0,14.103333333333351,-0.0535671121818343,False,7,2026-01-01,2026-07-01,7,True,90.0,HIGH,IMPROVING,10.0,100.0,False,21.43,0.7000000000000001,NORMAL,0.0,10.0,,17.37,LOW,70% current domain + 15% trajectory + 10% anomaly + 5% predictive deterioration,HIGH_EXPENDITURE_PROGRESS_GAP,,,HIGH_EXPENDITURE_PROGRESS_GAP,,High Expenditure Progress Gap,Continue routine portfolio monitoring.,2026-07-01,0.6945,1,ELEVATED
2026-07-01,400010,"Construction of Terminal Building & Associated works at Leh Airport, Ladakh",Ministry of Civil Aviation,Aviation & Aviation Infrastructure,512.55,88.0,480.0,640.0,33.33333333333333,80.0859375,-7.914062500000014,4.599999999999994,9.099999999999994,3.139999999999929,10.739999999999952,49.09572102421225,,0.0,EXACT_MASTER_ID,FlashReport_July_2026 (1)(1).pdf,55,400010,640.0,latest_revised_cost_cr,False,-7.9140625,,,,,4.599999999999994,9.099999999999994,10.0,3.139999999999929,10.739999999999952,3.0333333333333314,3.579999999999984,-0.09035871655906241,False,7,2026-01-01,2026-07-01,7,True,90.0,HIGH,IMPROVING,10.0,0.0,False,21.04,0.7000000000000001,NORMAL,0.0,10.0,,17.08,LOW,70% current domain + 15% trajectory + 10% anomaly + 5% predictive deterioration,LIMITED_ADVERSE_EVIDENCE,,,LIMITED_ADVERSE_EVIDENCE,,Limited Adverse Evidence,Continue routine portfolio monitoring.,2026-07-01,0.3211,0,WATCH
2026-07-01,400012,Kandla Gorakhpur LPG Pipeline,Ministry of Petroleum & Natural Gas,Energy Storage,8504.21,96.0,10088.0,10088.0,0.0,84.30025773195875,-11.699742268041248,0.2999999999999971,0.7999999999999972,-168.14000000000124,-25.3700000000008,0.0,,84.22090729783042,EXACT_MASTER_ID,FlashReport_July_2026 (1)(1).pdf,71,400012,10088.0,latest_revised_cost_cr,False,-11.699742268041248,,,,,0.2999999999999971,0.7999999999999972,2.0,-168.14000000000124,-25.3700000000008,0.2666666666666657,-8.456666666666933,-0.11473798617361147,False,7,2026-01-01,2026-07-01,7,True,90.0,HIGH,STABLE,30.0,0.0,False,30.08,0.7000000000000001,NORMAL,0.0,30.0,,26.9,LOW,70% current domain + 15% trajectory + 10% anomaly + 5% predictive deterioration,LIMITED_ADVERSE_EVIDENCE,,,LIMITED_ADVERSE_EVIDENCE,,Limited Adverse Evidence,Continue routine portfolio monitoring.,2026-07-01,0.0901,0,LOW_PREDICTIVE_SIGNAL
2026-07-01,400013,Saturation 4G mobile coverage of Uncovered Villages through USOF,Department of Telecommunications,Telecommunication,8722.82,87.7,26316.0,15392.84,-41.50767593859249,56.66803526834554,-31.031964731654465,2.700000000000003,3.700000000000003,169.71999999999937,-1068.9799999999996,0.0,,27.021696252465404,EXACT_MASTER_ID,FlashReport_July_2026 (1)(1).pdf,150,400013,15392.84,latest_revised_cost_cr,False,-31.031964731654465,,,,,2.700000000000003,3.700000000000003,5.700000000000003,169.71999999999937,-1068.9799999999996,1.2333333333333345,-356.32666666666654,-0.02972628538038885,False,7,2026-01-01,2026-07-01,7,True,90.0,HIGH,STABLE,30.0,0.0,False,9.65,0.7000000000000001,NORMAL,0.0,30.0,,11.85,LOW,70% current domain + 15% trajectory + 10% anomaly + 5% predictive deterioration,LIMITED_ADVERSE_EVIDENCE,,,LIMITED_ADVERSE_EVIDENCE,,Limited Adverse Evidence,Continue routine portfolio monitoring.,2026-07-01,0.0781,0,LOW_PREDICTIVE_SIGNAL
2026-07-01,400018,HURA C OCP,Ministry of Coal,Coal,455.95,63.3,859.41,859.41,0.0,53.05383926181916,-10.24616073818084,0.0,0.0799999999999983,0.0,0.6999999999999886,0.0,,98.42209072978306,EXACT_MASTER_ID,FlashReport_July_2026 (1)(1).pdf,57,400018,859.41,latest_revised_cost_cr,False,-10.24616073818084,,,,,0.0,0.0799999999999983,0.2999999999999971,0.0,0.6999999999999886,0.0266666666666661,0.2333333333333295,-0.1277762123099544,False,7,2026-01-01,2026-07-01,7,True,90.0,HIGH,STAGNATING,60.0,0.0,False,35.15,0.7000000000000001,NORMAL,0.0,60.0,,35.37,MEDIUM,70% current domain + 15% trajectory + 10% anomaly + 5% predictive deterioration,PROGRESS_STAGNATION,,,PROGRESS_STAGNATION,,Progress Stagnation,Monitor next reporting cycle and request a milestone update.,2026-07-01,0.3956,0,WATCH
2026-06-01,400019,,,,560.32,38.0,,,,,,13.0,13.0,18.06000000000006,79.40000000000003,,,0.0,UNMATCHED_MASTER_ID,FlashReport_June_2026(2).pdf,88,400019,,latest_revised_cost_cr,False,,,,,,13.0,13.0,,18.06000000000006,79.40000000000003,4.333333333333333,26.46666666666668,-0.09093573417448197,False,6,2026-01-01,2026-06-01,6,False,60.7,MEDIUM,IMPROVING,10.0,,False,0.0,0.25,NORMAL,0.0,10.0,,1.58,LOW,70% current domain + 15% trajectory + 10% anomaly + 5% predictive deterioration,LIMITED_ADVERSE_EVIDENCE,,,LIMITED_ADVERSE_EVIDENCE,,Limited Adverse Evidence,Continue routine portfolio monitoring.,2026-06-01,0.191,0,LOW_PREDICTIVE_SIGNAL
2026-07-01,400022,Taranga Hill-Abu Road via Ambaji 116.65 km,Ministry of Railways,Railways,1953.58,48.0,2798.0,3198.16,14.30164403145103,61.08449858668734,13.084498586687346,3.0,11.0,-662.9300000000003,-485.7400000000002,21.064485766671304,,0.0,EXACT_MASTER_ID,FlashReport_July_2026 (1)(1).pdf,86,400022,3198.16,latest_revised_cost_cr,False,13.08449858668734,,,,,3.0,11.0,28.0,-662.9300000000003,-485.7400000000002,3.6666666666666665,-161.9133333333334,-0.023991659947669164,False,7,2026-01-01,2026-07-01,7,True,90.0,HIGH,IMPROVING,10.0,43.26762002222788,False,18.3,0.7000000000000001,NORMAL,0.0,10.0,,15.06,LOW,70% current domain + 15% trajectory + 10% anomaly + 5% predictive deterioration,LIMITED_ADVERSE_EVIDENCE,,,LIMITED_ADVERSE_EVIDENCE,,Limited Adverse Evidence,Continue routine portfolio monitoring.,2026-07-01,0.7651,1,HIGH_PREDICTIVE_SIGNAL
