canonical_project_id,project_id,base_risk_score,anomaly_score,trajectory_risk_score,data_confidence_score,final_risk_score,risk_category,future_deterioration_probability,predicted_future_deterioration,risk_explanation,predictive_risk_band
619222,619222,66.96,-0.08992291398636537,60.0,85.7,58.81,HIGH,0.2646,0,High Cost Escalation; Progress Stagnation,LOW_PREDICTIVE_SIGNAL
619223,619223,15.99,-0.0839983607453973,30.0,85.7,16.52,LOW,0.0689,0,Limited Adverse Evidence,LOW_PREDICTIVE_SIGNAL
619224,619224,20.92,-0.08881062161795572,30.0,85.7,20.15,LOW,0.4752,0,Limited Adverse Evidence,WATCH
619225,619225,35.71,-0.08682146310200828,60.0,85.7,35.79,MEDIUM,0.0802,0,Progress Stagnation,LOW_PREDICTIVE_SIGNAL
619226,619226,0.0,-0.07711989115262985,10.0,85.7,1.58,LOW,0.3819,0,Limited Adverse Evidence,WATCH
619227,619227,11.62,-0.08386380908172636,30.0,77.1,13.3,LOW,0.036,0,Limited Adverse Evidence,LOW_PREDICTIVE_SIGNAL
619228,619228,35.71,-0.08204982118790677,60.0,77.1,35.79,MEDIUM,0.0717,0,Progress Stagnation,LOW_PREDICTIVE_SIGNAL
619229,619229,100.0,-0.08000893837173584,,28.6,87.5,REVIEW_DATA,0.0508,0,Data review is required before risk escalation.,LOW_PREDICTIVE_SIGNAL
619248,619248,0.0,-0.09787055113606896,,53.6,0.0,LOW,0.089,0,Limited Adverse Evidence,LOW_PREDICTIVE_SIGNAL
619251,619251,0.0,-0.037661358586218,10.0,81.4,1.58,LOW,0.1817,0,Limited Adverse Evidence,LOW_PREDICTIVE_SIGNAL
619253,619253,0.0,-0.06420829634766934,10.0,77.1,1.58,LOW,0.2137,0,Limited Adverse Evidence,LOW_PREDICTIVE_SIGNAL
619265,619265,0.0,-0.08494308975970782,,49.3,0.0,LOW,0.0196,0,Limited Adverse Evidence,LOW_PREDICTIVE_SIGNAL
619270,619270,35.71,-0.08494308975970782,,53.6,31.25,LOW,0.0299,0,Limited Adverse Evidence,LOW_PREDICTIVE_SIGNAL
619271,619271,35.71,-0.08336952974887002,,53.6,31.25,LOW,0.0299,0,Limited Adverse Evidence,LOW_PREDICTIVE_SIGNAL
619289,619289,4.5,-0.10984939111204661,30.0,81.4,8.05,LOW,0.1721,0,Limited Adverse Evidence,LOW_PREDICTIVE_SIGNAL
619291,619291,100.0,-0.13245750473705187,60.0,52.1,83.16,CRITICAL,0.6213,1,Progress Stagnation,ELEVATED
619292,619292,35.71,-0.12594972654915926,60.0,81.4,35.79,MEDIUM,0.3018,0,Progress Stagnation,WATCH
619293,619293,0.0,-0.04635168688449104,10.0,81.4,1.58,LOW,0.1675,0,Limited Adverse Evidence,LOW_PREDICTIVE_SIGNAL
619294,619294,6.62,-0.02241764965756904,30.0,81.4,9.61,LOW,0.0222,0,Limited Adverse Evidence,LOW_PREDICTIVE_SIGNAL
619295,619295,36.47,-0.06179786278037369,60.0,81.4,36.35,MEDIUM,0.0303,0,Progress Stagnation,LOW_PREDICTIVE_SIGNAL
619297,619297,0.49,-0.08298392214067912,,49.3,0.43,LOW,0.0402,0,Limited Adverse Evidence,LOW_PREDICTIVE_SIGNAL
619298,619298,35.71,-0.08483816337844197,,53.6,31.25,LOW,0.0222,0,Limited Adverse Evidence,LOW_PREDICTIVE_SIGNAL
619299,619299,35.71,-0.08462822488155602,,53.6,31.25,LOW,0.0222,0,Limited Adverse Evidence,LOW_PREDICTIVE_SIGNAL
619300,619300,35.71,-0.08494308975970782,,53.6,31.25,LOW,0.0299,0,Limited Adverse Evidence,LOW_PREDICTIVE_SIGNAL
619301,619301,46.98,-0.09823669148920255,60.0,81.4,44.09,MEDIUM,0.06,0,Progress Stagnation,LOW_PREDICTIVE_SIGNAL
619305,619305,28.89,-0.10492276072250734,30.0,81.4,26.02,LOW,0.2476,0,Limited Adverse Evidence,LOW_PREDICTIVE_SIGNAL
619306,619306,29.48,-0.09677127600349972,30.0,81.4,26.46,LOW,0.0517,0,Limited Adverse Evidence,LOW_PREDICTIVE_SIGNAL
619307,619307,29.4,-0.1020638920145337,30.0,81.4,26.4,LOW,0.097,0,Limited Adverse Evidence,LOW_PREDICTIVE_SIGNAL
619308,619308,35.71,-0.10966099582239952,60.0,81.4,35.79,MEDIUM,0.108,0,Progress Stagnation,LOW_PREDICTIVE_SIGNAL
619311,619311,35.96,-0.08410357759497722,60.0,77.1,35.97,MEDIUM,0.0513,0,Progress Stagnation,LOW_PREDICTIVE_SIGNAL
619312,619312,0.0,-0.11380987574679974,10.0,77.1,1.58,LOW,0.3912,0,Limited Adverse Evidence,WATCH
619313,619313,0.0,-0.05746636096580937,10.0,77.1,1.58,LOW,0.1107,0,Limited Adverse Evidence,LOW_PREDICTIVE_SIGNAL
619314,619314,0.0,-0.04882157118322966,10.0,77.1,1.58,LOW,0.0496,0,Limited Adverse Evidence,LOW_PREDICTIVE_SIGNAL
619316,619316,20.92,-0.0900545720951842,30.0,77.1,20.15,LOW,0.2787,0,Limited Adverse Evidence,LOW_PREDICTIVE_SIGNAL
619317,619317,39.96,0.013056295572419274,60.0,77.1,49.44,MEDIUM,0.1602,0,Progress Stagnation; Anomalous Project Pattern,LOW_PREDICTIVE_SIGNAL
619318,619318,53.44,-0.08161450591032354,60.0,77.1,48.85,MEDIUM,0.7525,1,High Expenditure Progress Gap; Progress Stagnation,HIGH_PREDICTIVE_SIGNAL
619320,619320,100.0,-0.13049571252206366,,28.6,87.5,REVIEW_DATA,0.1026,0,Data review is required before risk escalation.,LOW_PREDICTIVE_SIGNAL
619321,619321,35.71,-0.08670951358405532,30.0,57.9,31.05,LOW,0.0434,0,Limited Adverse Evidence,LOW_PREDICTIVE_SIGNAL
619326,619326,100.0,-0.07962795629943048,,28.6,87.5,REVIEW_DATA,0.0508,0,Data review is required before risk escalation.,LOW_PREDICTIVE_SIGNAL
619328,619328,4.58,-0.12047592185177936,30.0,57.9,8.11,LOW,0.1998,0,Limited Adverse Evidence,LOW_PREDICTIVE_SIGNAL
619341,619341,32.09,-0.08142480999551205,30.0,57.9,28.38,LOW,0.0424,0,Limited Adverse Evidence,LOW_PREDICTIVE_SIGNAL
619347,619347,35.71,-0.08494308975970782,,53.6,31.25,LOW,0.0299,0,Limited Adverse Evidence,LOW_PREDICTIVE_SIGNAL
635651,635651,0.0,-0.12347733965027641,,49.3,0.0,LOW,0.2249,0,Limited Adverse Evidence,LOW_PREDICTIVE_SIGNAL
660056,660056,11.67,-0.07739224831947061,,49.3,10.21,LOW,0.0718,0,Limited Adverse Evidence,LOW_PREDICTIVE_SIGNAL
665021,665021,0.0,-0.10535452159705788,,49.3,0.0,LOW,0.3716,0,Limited Adverse Evidence,WATCH
701101,701101,28.39,-0.10556163328716489,30.0,90.0,25.66,LOW,0.0366,0,Limited Adverse Evidence,LOW_PREDICTIVE_SIGNAL
701105,701105,80.28,-0.13066814091526502,30.0,56.4,63.89,HIGH,0.1039,0,Limited Adverse Evidence,LOW_PREDICTIVE_SIGNAL
701107,701107,40.03,-0.1092599321639725,30.0,90.0,34.23,MEDIUM,0.524,1,Limited Adverse Evidence,ELEVATED
701113,701113,0.0,-0.102717135585079,10.0,90.0,1.58,LOW,0.2911,0,Limited Adverse Evidence,LOW_PREDICTIVE_SIGNAL
701121,701121,0.0,-0.1048586424095066,10.0,90.0,1.58,LOW,0.0535,0,Limited Adverse Evidence,LOW_PREDICTIVE_SIGNAL
701122,701122,1.13,-0.12064115502840123,30.0,90.0,5.57,LOW,0.306,0,Limited Adverse Evidence,WATCH
701126,701126,11.9,-0.11153160999289036,10.0,90.0,10.35,LOW,0.0631,0,Limited Adverse Evidence,LOW_PREDICTIVE_SIGNAL
701127,701127,17.05,-0.11442583661897776,30.0,90.0,17.3,LOW,0.0992,0,Limited Adverse Evidence,LOW_PREDICTIVE_SIGNAL
701128,701128,0.0,-0.11028934306028315,10.0,90.0,1.58,LOW,0.1686,0,Limited Adverse Evidence,LOW_PREDICTIVE_SIGNAL
701167,701167,40.21,-0.10766372926436152,30.0,90.0,34.37,MEDIUM,0.3713,0,Limited Adverse Evidence,WATCH
701168,701168,37.83,-0.05765651570432673,10.0,90.0,29.45,LOW,0.5351,1,High Cost Escalation,ELEVATED
701170,701170,33.6,-0.12438503199433515,60.0,90.0,34.23,MEDIUM,0.1519,0,Progress Stagnation,LOW_PREDICTIVE_SIGNAL
701171,701171,53.86,-0.11437959615525112,60.0,90.0,49.16,MEDIUM,0.31,0,Progress Stagnation,WATCH
701172,701172,49.25,0.2741535451528099,30.0,90.0,51.55,MEDIUM,0.197,0,High Expenditure Progress Gap; Anomalous Project Pattern,LOW_PREDICTIVE_SIGNAL
701173,701173,16.88,-0.08835911041531397,10.0,90.0,14.02,LOW,0.2303,0,Limited Adverse Evidence,LOW_PREDICTIVE_SIGNAL
701228,701228,72.94,-0.05198545363380985,30.0,90.0,58.48,HIGH,0.4588,0,High Cost Escalation,WATCH
701263,701263,78.3,0.010037130732715893,30.0,56.4,72.96,HIGH,0.1029,0,Anomalous Project Pattern,LOW_PREDICTIVE_SIGNAL
701289,701289,30.88,-0.06779075291320946,30.0,90.0,27.49,LOW,0.0986,0,Limited Adverse Evidence,LOW_PREDICTIVE_SIGNAL
701324,701324,37.53,-0.1206898596163064,30.0,90.0,32.39,LOW,0.139,0,Limited Adverse Evidence,LOW_PREDICTIVE_SIGNAL
701329,701329,26.56,-0.11633693559490388,30.0,90.0,24.31,LOW,0.1619,0,Limited Adverse Evidence,LOW_PREDICTIVE_SIGNAL
701330,701330,35.71,-0.12478473285288527,60.0,90.0,35.79,MEDIUM,0.185,0,Progress Stagnation,LOW_PREDICTIVE_SIGNAL
701338,701338,57.14,-0.07786487529289038,60.0,90.0,51.58,HIGH,0.6526,1,High Expenditure Progress Gap; Progress Stagnation,ELEVATED
701343,701343,82.25,-0.13259162997161444,30.0,60.7,65.34,HIGH,0.1405,0,Limited Adverse Evidence,LOW_PREDICTIVE_SIGNAL
701344,701344,36.56,-0.12016602153097761,60.0,90.0,36.41,MEDIUM,0.048,0,Progress Stagnation,LOW_PREDICTIVE_SIGNAL
701346,701346,0.0,-0.1298181113933049,,49.3,0.0,LOW,0.0776,0,Limited Adverse Evidence,LOW_PREDICTIVE_SIGNAL
701349,701349,43.53,-0.10605839094222325,30.0,90.0,36.81,MEDIUM,0.0401,0,Limited Adverse Evidence,LOW_PREDICTIVE_SIGNAL
701350,701350,100.0,-0.13102993963979293,,28.6,87.5,REVIEW_DATA,0.1533,0,Data review is required before risk escalation.,LOW_PREDICTIVE_SIGNAL
701354,701354,62.52,-0.12682944790602324,30.0,52.1,50.8,MEDIUM,0.1596,0,Limited Adverse Evidence,LOW_PREDICTIVE_SIGNAL
701370,701370,35.71,-0.10385190615331985,60.0,90.0,35.79,MEDIUM,0.6944,1,Progress Stagnation,ELEVATED
701372,701372,75.13,-0.07613043578451761,60.0,90.0,64.83,HIGH,0.4479,0,High Cost Escalation; Progress Stagnation,WATCH
701376,701376,78.57,-0.025826319165305534,60.0,90.0,67.37,HIGH,0.2356,0,High Cost Escalation; Progress Stagnation,LOW_PREDICTIVE_SIGNAL
701377,701377,78.57,-0.04278689348833492,60.0,90.0,67.37,HIGH,0.2101,0,High Cost Escalation; Progress Stagnation,LOW_PREDICTIVE_SIGNAL
701383,701383,79.57,-0.07785409016798817,60.0,90.0,68.1,HIGH,0.4107,0,High Cost Escalation; Progress Stagnation,WATCH
701386,701386,100.0,-0.0135467475949273,60.0,90.0,83.16,CRITICAL,0.7999,1,High Expenditure Progress Gap; High Cost Escalation,HIGH_PREDICTIVE_SIGNAL
701391,701391,78.11,0.12257402470970091,30.0,90.0,72.82,HIGH,0.0227,0,High Cost Escalation; Anomalous Project Pattern,LOW_PREDICTIVE_SIGNAL
701395,701395,100.0,-0.11053723643188346,60.0,60.7,83.16,CRITICAL,0.6777,1,Progress Stagnation,ELEVATED
701396,701396,100.0,0.23118805874423565,60.0,90.0,93.68,CRITICAL,0.2559,0,High Expenditure Progress Gap; High Cost Escalation,LOW_PREDICTIVE_SIGNAL
701398,701398,83.02,0.08038793741421124,30.0,90.0,76.44,HIGH,0.3407,0,High Expenditure Progress Gap; High Cost Escalation,WATCH
701399,701399,35.71,-0.1270073431236799,60.0,90.0,35.79,MEDIUM,0.2666,0,Progress Stagnation,LOW_PREDICTIVE_SIGNAL
701400,701400,52.32,-0.09448575335215287,60.0,90.0,48.03,MEDIUM,0.0563,0,Progress Stagnation,LOW_PREDICTIVE_SIGNAL
701402,701402,95.52,0.022858218322274804,60.0,85.7,90.38,CRITICAL,0.4004,0,High Cost Escalation; High Expenditure Progress Gap,WATCH
701404,701404,100.0,0.03099772866882944,60.0,90.0,93.68,CRITICAL,0.4594,0,High Expenditure Progress Gap; High Cost Escalation,WATCH
701405,701405,78.57,-0.046405364830717166,60.0,90.0,67.37,HIGH,0.3866,0,High Cost Escalation; Progress Stagnation,WATCH
701406,701406,100.0,-0.13135685269033343,60.0,60.7,83.16,CRITICAL,0.1316,0,Progress Stagnation,LOW_PREDICTIVE_SIGNAL
701408,701408,94.08,0.0701483006617637,60.0,90.0,89.32,CRITICAL,0.2826,0,High Cost Escalation; High Expenditure Progress Gap,LOW_PREDICTIVE_SIGNAL
701410,701410,43.35,-0.05470227438609426,30.0,90.0,36.68,MEDIUM,0.1144,0,High Cost Escalation,LOW_PREDICTIVE_SIGNAL
701411,701411,47.59,-0.12232659481454489,60.0,90.0,44.54,MEDIUM,0.2637,0,Progress Stagnation,LOW_PREDICTIVE_SIGNAL
701412,701412,31.46,-0.038381476726579766,10.0,90.0,24.76,LOW,0.039,0,High Cost Escalation,LOW_PREDICTIVE_SIGNAL
701415,701415,78.5,0.12339810147503272,60.0,90.0,77.84,HIGH,0.0106,0,High Cost Escalation; Anomalous Project Pattern,LOW_PREDICTIVE_SIGNAL
701530,701530,57.14,-0.04837455939085389,60.0,85.7,51.58,HIGH,0.1644,0,High Expenditure Progress Gap; Progress Stagnation,LOW_PREDICTIVE_SIGNAL
701565,701565,8.24,7.403975212949554e-05,30.0,90.0,21.33,LOW,0.1623,0,Anomalous Project Pattern,LOW_PREDICTIVE_SIGNAL
701568,701568,100.0,-0.13562713328142012,,28.6,87.5,REVIEW_DATA,0.2796,0,Data review is required before risk escalation.,LOW_PREDICTIVE_SIGNAL
701570,701570,43.66,-0.11894885779630632,30.0,90.0,36.91,MEDIUM,0.1894,0,Limited Adverse Evidence,LOW_PREDICTIVE_SIGNAL
701574,701574,0.0,-0.11856197754734243,10.0,90.0,1.58,LOW,0.131,0,Limited Adverse Evidence,LOW_PREDICTIVE_SIGNAL
701576,701576,100.0,-0.13049571252206366,,28.6,87.5,REVIEW_DATA,0.1026,0,Data review is required before risk escalation.,LOW_PREDICTIVE_SIGNAL
701577,701577,82.25,-0.07891142872413565,30.0,32.9,65.34,REVIEW_DATA,0.0939,0,Data review is required before risk escalation.,LOW_PREDICTIVE_SIGNAL
701586,701586,100.0,-0.08000893837173584,30.0,32.9,78.42,REVIEW_DATA,0.0508,0,Data review is required before risk escalation.,LOW_PREDICTIVE_SIGNAL
701593,701593,33.39,-0.04486942061587673,60.0,90.0,34.08,MEDIUM,0.2144,0,Progress Stagnation,LOW_PREDICTIVE_SIGNAL
701597,701597,32.83,-0.04811477481184434,60.0,90.0,33.66,MEDIUM,0.0704,0,Progress Stagnation,LOW_PREDICTIVE_SIGNAL
701598,701598,35.71,-0.04763731640142754,60.0,90.0,35.79,MEDIUM,0.1332,0,Progress Stagnation,LOW_PREDICTIVE_SIGNAL
701599,701599,26.49,-0.0662055882456225,30.0,90.0,24.26,LOW,0.283,0,Limited Adverse Evidence,LOW_PREDICTIVE_SIGNAL
701600,701600,,-0.13529299579073717,,8.6,0.0,REVIEW_DATA,0.4126,0,Data review is required before risk escalation.,WATCH
701602,701602,35.71,-0.022905934456338595,85.0,90.0,39.73,MEDIUM,0.4891,0,Progress Deterioration,WATCH
701657,701657,7.96,-0.10552549012351037,30.0,90.0,10.6,LOW,0.4013,0,Limited Adverse Evidence,WATCH
701658,701658,0.0,-0.10627262571320784,10.0,90.0,1.58,LOW,0.2452,0,Limited Adverse Evidence,LOW_PREDICTIVE_SIGNAL
701661,701661,0.0,-0.08864174109644568,,49.3,0.0,LOW,0.0295,0,Limited Adverse Evidence,LOW_PREDICTIVE_SIGNAL
701662,701662,0.0,-0.08933141227705393,,49.3,0.0,LOW,0.095,0,Limited Adverse Evidence,LOW_PREDICTIVE_SIGNAL
701668,701668,5.42,-0.08084415147122603,30.0,77.1,8.73,LOW,0.0588,0,Limited Adverse Evidence,LOW_PREDICTIVE_SIGNAL
701719,701719,48.12,-0.07594528490402735,60.0,90.0,44.93,MEDIUM,0.1246,0,Progress Stagnation,LOW_PREDICTIVE_SIGNAL
701745,701745,10.06,0.01877603215089141,10.0,90.0,19.52,LOW,0.0572,0,Anomalous Project Pattern,LOW_PREDICTIVE_SIGNAL
701766,701766,56.61,-0.08049005582054891,60.0,90.0,51.19,MEDIUM,0.4956,0,Progress Stagnation,WATCH
701991,701991,27.6,-0.11803632494774158,30.0,90.0,25.07,LOW,0.4092,0,Limited Adverse Evidence,WATCH
702355,702355,100.0,-0.10490648911188172,60.0,52.1,83.16,CRITICAL,0.6817,1,Progress Stagnation,ELEVATED
702625,702625,17.11,-0.1169280866519215,30.0,90.0,17.34,LOW,0.1397,0,Limited Adverse Evidence,LOW_PREDICTIVE_SIGNAL
702626,702626,27.43,-0.1210563756575751,30.0,90.0,24.95,LOW,0.3498,0,Limited Adverse Evidence,WATCH
702627,702627,56.79,-0.00725721384408784,60.0,90.0,51.32,MEDIUM,0.4556,0,High Expenditure Progress Gap; Progress Stagnation,WATCH
702628,702628,22.01,-0.10744545248394066,30.0,90.0,20.95,LOW,0.1871,0,Limited Adverse Evidence,LOW_PREDICTIVE_SIGNAL
702629,702629,12.58,-0.1133293604554163,30.0,90.0,14.01,LOW,0.1811,0,Limited Adverse Evidence,LOW_PREDICTIVE_SIGNAL
702630,702630,18.81,-0.11686622949173958,30.0,90.0,18.6,LOW,0.1165,0,Limited Adverse Evidence,LOW_PREDICTIVE_SIGNAL
702631,702631,100.0,-0.13049571252206366,,28.6,87.5,REVIEW_DATA,0.4098,0,Data review is required before risk escalation.,WATCH
702632,702632,16.35,-0.05849685372277125,30.0,90.0,16.78,LOW,0.2614,0,Limited Adverse Evidence,LOW_PREDICTIVE_SIGNAL
702633,702633,100.0,-0.13181278986979483,,28.6,87.5,REVIEW_DATA,0.1015,0,Data review is required before risk escalation.,LOW_PREDICTIVE_SIGNAL
702635,702635,44.15,-0.10087508697803199,60.0,90.0,42.01,MEDIUM,0.116,0,Progress Stagnation,LOW_PREDICTIVE_SIGNAL
702637,702637,64.29,0.048425263841421096,30.0,90.0,62.63,HIGH,0.0993,0,High Cost Escalation; Anomalous Project Pattern,LOW_PREDICTIVE_SIGNAL
702639,702639,80.47,-0.12613041084767485,30.0,52.1,64.03,HIGH,0.1136,0,Limited Adverse Evidence,LOW_PREDICTIVE_SIGNAL
702658,702658,6.76,-0.1082242533966315,30.0,90.0,9.72,LOW,0.1429,0,Limited Adverse Evidence,LOW_PREDICTIVE_SIGNAL
702664,702664,0.28,-0.11068303333353818,30.0,90.0,4.94,LOW,0.4588,0,Limited Adverse Evidence,WATCH
702665,702665,21.98,-0.09641609007024077,30.0,90.0,20.93,LOW,0.3425,0,Limited Adverse Evidence,WATCH
702668,702668,13.31,-0.02791614818739041,30.0,90.0,14.54,LOW,0.1204,0,Limited Adverse Evidence,LOW_PREDICTIVE_SIGNAL
702674,702674,57.14,0.30415797448025106,60.0,90.0,62.1,HIGH,0.4271,0,High Expenditure Progress Gap; Anomalous Project Pattern,WATCH
702699,702699,28.67,-0.12105602636135954,30.0,90.0,25.86,LOW,0.2535,0,Limited Adverse Evidence,LOW_PREDICTIVE_SIGNAL
702734,702734,35.71,-0.12855822148570917,60.0,90.0,35.79,MEDIUM,0.3161,0,Progress Stagnation,WATCH
702735,702735,0.0,-0.13049571252206366,30.0,32.9,4.74,REVIEW_DATA,0.2734,0,Data review is required before risk escalation.,LOW_PREDICTIVE_SIGNAL
702741,702741,35.71,-0.1293907818678739,60.0,90.0,35.79,MEDIUM,0.3384,0,Progress Stagnation,WATCH
702742,702742,35.71,-0.13006565455405822,60.0,90.0,35.79,MEDIUM,0.4001,0,Progress Stagnation,WATCH
702746,702746,35.71,-0.12985952042970028,60.0,90.0,35.79,MEDIUM,0.3462,0,Progress Stagnation,WATCH
702760,702760,35.71,-0.12604700617547482,60.0,90.0,35.79,MEDIUM,0.5056,1,Progress Stagnation,ELEVATED
702764,702764,100.0,-0.1322595365860187,30.0,32.9,78.42,REVIEW_DATA,0.4551,0,Data review is required before risk escalation.,WATCH
702793,702793,35.71,-0.11784595950273546,60.0,90.0,35.79,MEDIUM,0.1479,0,Progress Stagnation,LOW_PREDICTIVE_SIGNAL
702798,702798,0.0,-0.13049571252206366,30.0,32.9,4.74,REVIEW_DATA,0.3458,0,Data review is required before risk escalation.,WATCH
702808,702808,43.73,-0.10828685256803505,60.0,90.0,41.7,MEDIUM,0.1425,0,Progress Stagnation,LOW_PREDICTIVE_SIGNAL
702810,702810,41.38,-0.12192201838567768,60.0,90.0,39.96,MEDIUM,0.1382,0,Progress Stagnation,LOW_PREDICTIVE_SIGNAL
702833,702833,35.71,-0.1287049955191628,60.0,90.0,35.79,MEDIUM,0.6639,1,Progress Stagnation,ELEVATED
702840,702840,100.0,-0.13137614243589457,60.0,52.1,83.16,CRITICAL,0.2599,0,Progress Stagnation,LOW_PREDICTIVE_SIGNAL
702851,702851,80.28,-0.13193280304829436,30.0,60.7,63.89,HIGH,0.2022,0,Limited Adverse Evidence,LOW_PREDICTIVE_SIGNAL
702854,702854,100.0,-0.13271242338123995,60.0,52.1,83.16,CRITICAL,0.2492,0,Progress Stagnation,LOW_PREDICTIVE_SIGNAL
702948,702948,,-0.13049571252206366,,24.3,0.0,REVIEW_DATA,0.1002,0,Data review is required before risk escalation.,LOW_PREDICTIVE_SIGNAL
702949,702949,35.71,-0.12084268795943198,60.0,90.0,35.79,MEDIUM,0.1147,0,Progress Stagnation,LOW_PREDICTIVE_SIGNAL
702958,702958,49.34,-0.11548118709921429,60.0,77.1,45.83,MEDIUM,0.1566,0,Progress Stagnation,LOW_PREDICTIVE_SIGNAL
703021,703021,1.98,-0.016927127158017752,10.0,90.0,3.04,LOW,0.0349,0,Limited Adverse Evidence,LOW_PREDICTIVE_SIGNAL
703057,703057,35.71,-0.12032106428596451,60.0,90.0,35.79,MEDIUM,0.1983,0,Progress Stagnation,LOW_PREDICTIVE_SIGNAL
703585,703585,84.22,-0.12967082338877278,30.0,60.7,66.79,HIGH,0.553,1,Limited Adverse Evidence,ELEVATED
703586,703586,78.57,-0.01805757000753644,85.0,90.0,71.31,HIGH,0.4941,0,High Cost Escalation; Progress Deterioration,WATCH
704495,704495,31.56,-0.0747022008986038,60.0,90.0,32.73,MEDIUM,0.3471,0,Progress Stagnation,WATCH
705237,705237,81.25,-0.005867039734045176,60.0,90.0,69.34,HIGH,0.1187,0,High Cost Escalation; Progress Stagnation,LOW_PREDICTIVE_SIGNAL
705244,705244,57.14,-0.04932549825889676,60.0,90.0,51.58,HIGH,0.1766,0,High Expenditure Progress Gap; Progress Stagnation,LOW_PREDICTIVE_SIGNAL
705252,705252,100.0,-0.08182189005952645,60.0,60.7,83.16,CRITICAL,0.1323,0,Progress Stagnation,LOW_PREDICTIVE_SIGNAL
705253,705253,57.07,0.004962916816197094,60.0,90.0,62.05,HIGH,0.1508,0,High Expenditure Progress Gap; Progress Stagnation,LOW_PREDICTIVE_SIGNAL
705298,705298,35.71,-0.0928178153854694,60.0,90.0,35.79,MEDIUM,0.4649,0,Progress Stagnation,WATCH
705356,705356,78.57,0.012517450898283544,85.0,90.0,81.84,HIGH,0.506,1,High Cost Escalation; Progress Deterioration,ELEVATED
705357,705357,80.28,0.10034917967997137,60.0,90.0,79.15,HIGH,0.2079,0,High Cost Escalation; Progress Stagnation,LOW_PREDICTIVE_SIGNAL
705358,705358,69.12,-0.036790853897749665,30.0,90.0,55.67,HIGH,0.3281,0,High Cost Escalation,WATCH
705359,705359,78.57,-0.02701277728519419,60.0,90.0,67.37,HIGH,0.4526,0,High Cost Escalation; Progress Stagnation,WATCH
705362,705362,100.0,-0.13509047381025613,60.0,60.7,83.16,CRITICAL,0.6306,1,Progress Stagnation,ELEVATED
705364,705364,98.03,-0.12905928651579313,60.0,60.7,81.71,HIGH,0.7004,1,Progress Stagnation,HIGH_PREDICTIVE_SIGNAL
705366,705366,78.57,-0.02984610570402596,85.0,90.0,71.31,HIGH,0.3227,0,High Cost Escalation; Progress Deterioration,WATCH
705368,705368,97.1,0.019128193925443293,85.0,90.0,95.49,CRITICAL,0.3893,0,High Expenditure Progress Gap; High Cost Escalation,WATCH
705373,705373,78.57,-0.00511055923603998,85.0,90.0,71.31,HIGH,0.1114,0,High Cost Escalation; Progress Deterioration,LOW_PREDICTIVE_SIGNAL
705375,705375,68.77,-0.06143141735515284,85.0,90.0,64.09,HIGH,0.3679,0,Progress Deterioration; High Cost Escalation,WATCH
705385,705385,58.31,0.02664220200165024,85.0,90.0,66.91,HIGH,0.1828,0,High Expenditure Progress Gap; Progress Deterioration,LOW_PREDICTIVE_SIGNAL
705391,705391,33.33,-0.044645034162234365,10.0,90.0,26.14,LOW,0.2929,0,High Cost Escalation,LOW_PREDICTIVE_SIGNAL
705392,705392,64.48,-0.0016451191168713186,30.0,90.0,52.25,HIGH,0.6038,1,High Cost Escalation,ELEVATED
705394,705394,36.6,-0.11591010433617299,30.0,77.1,31.71,LOW,0.1114,0,Limited Adverse Evidence,LOW_PREDICTIVE_SIGNAL
705396,705396,100.0,-0.08160625239023694,30.0,32.9,78.42,REVIEW_DATA,0.1013,0,Data review is required before risk escalation.,LOW_PREDICTIVE_SIGNAL
705401,705401,87.18,0.021633201777747135,85.0,90.0,88.19,CRITICAL,0.2116,0,High Cost Escalation; Progress Deterioration,LOW_PREDICTIVE_SIGNAL
705410,705410,78.57,-0.039956100303016495,60.0,81.4,67.37,HIGH,0.3137,0,High Cost Escalation; Progress Stagnation,WATCH
705419,705419,58.12,-0.06674281814543737,85.0,90.0,56.25,HIGH,0.1481,0,Progress Deterioration,LOW_PREDICTIVE_SIGNAL
705424,705424,30.71,-0.0681453874343208,30.0,90.0,27.37,LOW,0.101,0,Limited Adverse Evidence,LOW_PREDICTIVE_SIGNAL
705428,705428,80.28,-0.12572575429329425,30.0,60.7,63.89,HIGH,0.4781,0,Limited Adverse Evidence,WATCH
705429,705429,21.1,-0.10675495043117789,30.0,60.7,20.28,LOW,0.2912,0,Limited Adverse Evidence,LOW_PREDICTIVE_SIGNAL
705432,705432,77.07,-0.0152068014010035,85.0,90.0,70.21,HIGH,0.4231,0,Progress Deterioration; High Cost Escalation,WATCH
705433,705433,39.93,-0.11881992246244144,60.0,90.0,38.9,MEDIUM,0.3186,0,Progress Stagnation,WATCH
705434,705434,80.28,-0.1314832729151032,30.0,60.7,63.89,HIGH,0.5006,1,Limited Adverse Evidence,ELEVATED
705436,705436,99.61,-0.10817058806554031,60.0,60.7,82.87,HIGH,0.6604,1,Progress Stagnation,ELEVATED
705437,705437,99.61,-0.13375827966839215,60.0,60.7,82.87,HIGH,0.7725,1,Progress Stagnation,HIGH_PREDICTIVE_SIGNAL
705444,705444,57.61,-0.10086614320374215,30.0,90.0,47.19,MEDIUM,0.4896,0,High Cost Escalation,WATCH
705450,705450,47.21,-0.12092871540267647,60.0,90.0,44.26,MEDIUM,0.2473,0,Progress Stagnation,LOW_PREDICTIVE_SIGNAL
